"","field_1","field_2","field_3","field_4","X_mean"
"506",10653,8.92999999993481,22.4900000002235,5.35,40
"507",10654,9.91999999992549,22.4900000002235,6.19,40
"508",10656,11.9099999999162,22.4900000002235,5.47,30
"509",10657,12.8999999999069,22.4900000002235,6.3,30
"510",10659,14.890000000014,22.4900000002235,6.15,35
"511",10661,16.8699999999953,22.4900000002235,6.32,40
"512",10662,17.859999999986,22.4900000002235,6.28,40
"513",10663,18.8499999999767,22.4900000002235,5.66,40
"514",10664,19.8499999999767,22.4900000002235,5.56,0
"515",10665,20.8399999999674,22.4900000002235,5.57,30
"516",10666,21.8299999999581,22.4900000002235,5.95,30
"517",10667,22.8199999999488,22.4900000002235,5.57,30
"518",10669,24.8099999999395,22.4900000002235,6.58,35
"519",10671,26.7899999999208,22.4900000002235,6.5,40
"520",10672,27.7799999999115,22.4900000002235,6.57,40
"521",10736,1.98999999999069,21.5200000000186,5.78,30
"522",10737,2.97999999998137,21.5200000000186,5.85,30
"523",10739,4.95999999996275,21.5200000000186,6.1,35
"524",10742,7.93999999994412,21.5200000000186,6.24,40
"525",10743,8.92999999993481,21.5200000000186,5.62,40
"526",10744,9.91999999992549,21.5200000000186,6.06,40
"527",10746,11.9099999999162,21.5200000000186,6.01,30
"528",10747,12.8999999999069,21.5200000000186,6.38,30
"529",10749,14.890000000014,21.5200000000186,6.14,35
"530",10751,16.8699999999953,21.5200000000186,6.29,40
"531",10752,17.859999999986,21.5200000000186,6.2,40
"532",10753,18.8499999999767,21.5200000000186,5.57,40
"533",10754,19.8499999999767,21.5200000000186,5.28,0
"534",10755,20.8399999999674,21.5200000000186,5.53,30
"535",10756,21.8299999999581,21.5200000000186,6.18,30
"536",10759,24.8099999999395,21.5200000000186,6.5,35
"537",10761,26.7899999999208,21.5200000000186,6.5,40
"538",10762,27.7799999999115,21.5200000000186,6.49,40
"539",10826,1.98999999999069,20.5400000000373,5.69,30
"540",10827,2.97999999998137,20.5400000000373,5.79,30
"541",10829,4.95999999996275,20.5400000000373,6.09,35
"542",10831,6.94999999995343,20.5400000000373,5.88,40
"543",10832,7.93999999994412,20.5400000000373,6.41,40
"544",10833,8.92999999993481,20.5400000000373,5.88,40
"545",10834,9.91999999992549,20.5400000000373,6.26,40
"546",10836,11.9099999999162,20.5400000000373,5.91,30
"547",10837,12.8999999999069,20.5400000000373,6.19,30
"548",10839,14.890000000014,20.5400000000373,6.15,35
"549",10841,16.8699999999953,20.5400000000373,5.95,40
"550",10842,17.859999999986,20.5400000000373,5.64,40
"551",10843,18.8499999999767,20.5400000000373,5.1,40
"552",10844,19.8499999999767,20.5400000000373,5.33,0
"553",10845,20.8399999999674,20.5400000000373,5.51,30
"554",10846,21.8299999999581,20.5400000000373,6.22,30
"555",10848,23.8199999999488,20.5400000000373,6.28,35
"556",10849,24.8099999999395,20.5400000000373,6.27,35
"557",10851,26.7899999999208,20.5400000000373,6.22,40
"558",10852,27.7799999999115,20.5400000000373,6.53,40
"559",10922,1.98999999999069,19.5600000000559,5.94,30
"560",10923,2.97999999998137,19.5600000000559,5.92,30
"561",10925,4.95999999996275,19.5600000000559,6.18,35
"562",10928,6.94999999995343,19.5600000000559,6.16,40
"563",10929,7.93999999994412,19.5600000000559,6.29,40
"564",10930,8.92999999993481,19.5600000000559,6.11,40
"565",10931,9.91999999992549,19.5600000000559,5.84,40
"566",10933,11.9099999999162,19.5600000000559,5.62,30
"567",10934,12.8999999999069,19.5600000000559,6.37,30
"568",10936,14.890000000014,19.5600000000559,5.74,35
"569",10939,16.8699999999953,19.5600000000559,6.45,40
"570",10940,17.859999999986,19.5600000000559,5.9,40
"571",10941,18.8499999999767,19.5600000000559,5.15,0
"572",10942,19.8499999999767,19.5600000000559,5.22,0
"573",10943,20.8399999999674,19.5600000000559,5.29,30
"574",10944,21.8299999999581,19.5600000000559,6.22,30
"575",10946,23.8199999999488,19.5600000000559,6.22,35
"576",10947,24.8099999999395,19.5600000000559,6.03,35
"577",10950,26.7899999999208,19.5600000000559,6.34,40
"578",10951,27.7799999999115,19.5600000000559,6.4,40
"579",11023,1.98999999999069,18.5800000000745,6.13,30
"580",11024,2.97999999998137,18.5800000000745,6.05,30
"581",11026,4.95999999996275,18.5800000000745,5.99,35
"582",11028,6.94999999995343,18.5800000000745,6.35,40
"583",11029,7.93999999994412,18.5800000000745,6.37,40
"584",11030,8.92999999993481,18.5800000000745,6.37,40
"585",11031,9.91999999992549,18.5800000000745,5.53,40
"586",11032,10.9199999999255,18.5800000000745,5.31,30
"587",11034,11.9099999999162,18.5800000000745,6.28,30
"588",11037,14.890000000014,18.5800000000745,6.19,35
"589",11039,16.8699999999953,18.5800000000745,6.23,40
"590",11040,17.859999999986,18.5800000000745,5.58,40
"591",11041,18.8499999999767,18.5800000000745,5.16,0
"592",11042,19.8499999999767,18.5800000000745,5.26,0
"593",11043,20.8399999999674,18.5800000000745,5.7,30
"594",11045,21.8299999999581,18.5800000000745,5.97,30
"595",11047,23.8199999999488,18.5800000000745,5.85,35
"596",11048,24.8099999999395,18.5800000000745,6.09,35
"597",11050,26.7899999999208,18.5800000000745,6.22,40
"598",11051,27.7799999999115,18.5800000000745,6.35,40
"599",11124,1.98999999999069,17.6000000000931,5.42,30
"600",11125,2.97999999998137,17.6000000000931,5.53,30
"601",11127,4.95999999996275,17.6000000000931,6.36,35
"602",11129,6.94999999995343,17.6000000000931,6.02,40
"603",11131,7.93999999994412,17.6000000000931,5.76,40
"604",11132,8.92999999993481,17.6000000000931,6.46,40
"605",11133,9.91999999992549,17.6000000000931,5.54,40
"606",11134,10.9199999999255,17.6000000000931,5.63,30
"607",11135,11.9099999999162,17.6000000000931,5.65,30
"608",11137,13.890000000014,17.6000000000931,6.14,35
"609",11138,14.890000000014,17.6000000000931,6.3,35
"610",11140,16.8699999999953,17.6000000000931,6.5,40
"611",11142,17.859999999986,17.6000000000931,5.14,40
"612",11143,18.8499999999767,17.6000000000931,5.01,0
"613",11144,19.8499999999767,17.6000000000931,4.91,0
"614",11145,20.8399999999674,17.6000000000931,5.81,30
"615",11146,21.8299999999581,17.6000000000931,6.08,30
"616",11148,23.8199999999488,17.6000000000931,6.41,35
"617",11151,26.7899999999208,17.6000000000931,6.02,40
"618",11225,1.98999999999069,16.6300000003539,5.92,30
"619",11229,4.95999999996275,16.6300000003539,6.04,35
"620",11231,6.94999999995343,16.6300000003539,5.54,40
"621",11232,7.93999999994412,16.6300000003539,6.01,40
"622",11233,8.92999999993481,16.6300000003539,6.12,40
"623",11234,9.91999999992549,16.6300000003539,5.64,40
"624",11235,10.9199999999255,16.6300000003539,5.48,30
"625",11236,11.9099999999162,16.6300000003539,5.9,30
"626",11239,13.890000000014,16.6300000003539,6.52,35
"627",11240,14.890000000014,16.6300000003539,6.54,35
"628",11242,16.8699999999953,16.6300000003539,6.48,40
"629",11243,17.859999999986,16.6300000003539,5.57,40
"630",11244,18.8499999999767,16.6300000003539,5.58,0
"631",11245,19.8499999999767,16.6300000003539,5.47,30
"632",11246,20.8399999999674,16.6300000003539,5.99,30
"633",11247,21.8299999999581,16.6300000003539,6.06,30
"634",11250,23.8199999999488,16.6300000003539,6.34,35
"635",11252,25.7999999999302,16.6300000003539,6.42,40
"636",11253,26.7899999999208,16.6300000003539,6.21,40
"637",11326,0.989999999990687,15.6500000003725,6.18,30
"638",11327,1.98999999999069,15.6500000003725,5.54,30
"639",11329,3.96999999997206,15.6500000003725,6.1,35
"640",11330,4.95999999996275,15.6500000003725,5.81,35
"641",11332,6.94999999995343,15.6500000003725,5.28,40
"642",11333,7.93999999994412,15.6500000003725,5.8,40
"643",11334,8.92999999993481,15.6500000003725,6.05,40
"644",11336,9.91999999992549,15.6500000003725,5.44,40
"645",11337,10.9199999999255,15.6500000003725,5.31,30
"646",11338,11.9099999999162,15.6500000003725,5.86,30
"647",11340,13.890000000014,15.6500000003725,6.2,35
"648",11343,16.8699999999953,15.6500000003725,6.51,40
"649",11344,17.859999999986,15.6500000003725,5.61,40
"650",11345,18.8499999999767,15.6500000003725,5.41,0
"651",11347,19.8499999999767,15.6500000003725,5.57,30
"652",11348,20.8399999999674,15.6500000003725,5.99,30
"653",11349,21.8299999999581,15.6500000003725,6.14,30
"654",11351,23.8199999999488,15.6500000003725,6.31,35
"655",11353,25.7999999999302,15.6500000003725,6.38,40
"656",11354,26.7899999999208,15.6500000003725,6.34,40
"657",11427,0.989999999990687,14.6700000003912,6.01,30
"658",11428,1.98999999999069,14.6700000003912,5.73,30
"659",11430,3.96999999997206,14.6700000003912,6.22,35
"660",11431,4.95999999996275,14.6700000003912,5.99,35
"661",11433,6.94999999995343,14.6700000003912,6.32,40
"662",11434,7.93999999994412,14.6700000003912,6.19,40
"663",11435,8.92999999993481,14.6700000003912,6.2,40
"664",11436,9.91999999992549,14.6700000003912,5.72,40
"665",11437,10.9199999999255,14.6700000003912,5.42,30
"666",11438,11.9099999999162,14.6700000003912,5.83,30
"667",11440,13.890000000014,14.6700000003912,5.88,35
"668",11442,15.8800000000047,14.6700000003912,6.14,40
"669",11443,16.8699999999953,14.6700000003912,6.31,40
"670",11444,17.859999999986,14.6700000003912,5.57,40
"671",11445,18.8499999999767,14.6700000003912,5.46,0
"672",11446,19.8499999999767,14.6700000003912,5.49,30
"673",11447,20.8399999999674,14.6700000003912,6.01,30
"674",11448,21.8299999999581,14.6700000003912,5.88,30
"675",11450,23.8199999999488,14.6700000003912,6.02,35
"676",11452,25.7999999999302,14.6700000003912,6.42,40
"677",11453,26.7899999999208,14.6700000003912,6.42,40
"678",11518,0.989999999990687,13.6900000004098,6.16,30
"679",11519,1.98999999999069,13.6900000004098,5.78,30
"680",11521,3.96999999997206,13.6900000004098,6.23,35
"681",11522,4.95999999996275,13.6900000004098,6.03,35
"682",11524,6.94999999995343,13.6900000004098,5.61,40
"683",11525,7.93999999994412,13.6900000004098,6.13,40
"684",11526,8.92999999993481,13.6900000004098,5.96,40
"685",11528,10.9199999999255,13.6900000004098,5.71,30
"686",11529,11.9099999999162,13.6900000004098,5.8,30
"687",11531,13.890000000014,13.6900000004098,6.16,35
"688",11533,15.8800000000047,13.6900000004098,6.11,40
"689",11534,16.8699999999953,13.6900000004098,6.16,40
"690",11535,17.859999999986,13.6900000004098,5.46,40
"691",11536,18.8499999999767,13.6900000004098,5.3,0
"692",11537,19.8499999999767,13.6900000004098,5.59,30
"693",11538,20.8399999999674,13.6900000004098,6.23,30
"694",11539,21.8299999999581,13.6900000004098,5.95,30
"695",11541,23.8199999999488,13.6900000004098,5.95,35
"696",11543,25.7999999999302,13.6900000004098,6.41,40
"697",11544,26.7899999999208,13.6900000004098,6.41,40
"698",11609,0.989999999990687,12.7200000002049,5.52,30
"699",11610,1.98999999999069,12.7200000002049,5.78,30
"700",11612,3.96999999997206,12.7200000002049,5.93,35
"701",11615,6.94999999995343,12.7200000002049,6.2,40
"702",11616,7.93999999994412,12.7200000002049,6.17,40
"703",11617,8.92999999993481,12.7200000002049,5.77,40
"704",11619,10.9199999999255,12.7200000002049,5.63,30
"705",11620,11.9099999999162,12.7200000002049,6.13,30
"706",11622,13.890000000014,12.7200000002049,6.11,35
"707",11624,15.8800000000047,12.7200000002049,6.16,40
"708",11625,16.8699999999953,12.7200000002049,6.02,40
"709",11626,17.859999999986,12.7200000002049,5.71,40
"710",11627,18.8499999999767,12.7200000002049,5.48,0
"711",11628,19.8499999999767,12.7200000002049,5.62,30
"712",11629,20.8399999999674,12.7200000002049,6.22,30
"713",11632,23.8199999999488,12.7200000002049,6.4,35
"714",11634,25.7999999999302,12.7200000002049,6.27,40
"715",11635,26.7899999999208,12.7200000002049,6.49,40
"716",11700,0.989999999990687,11.7400000002235,6.07,30
"717",11701,1.98999999999069,11.7400000002235,5.84,30
"718",11703,3.96999999997206,11.7400000002235,6.19,35
"719",11705,5.95999999996275,11.7400000002235,5.44,40
"720",11706,6.94999999995343,11.7400000002235,5.84,40
"721",11707,7.93999999994412,11.7400000002235,5.77,40
"722",11708,8.92999999993481,11.7400000002235,6.09,40
"723",11710,10.9199999999255,11.7400000002235,5.78,30
"724",11711,11.9099999999162,11.7400000002235,6.17,30
"725",11713,13.890000000014,11.7400000002235,6.05,35
"726",11715,15.8800000000047,11.7400000002235,6.41,40
"727",11716,16.8699999999953,11.7400000002235,6.1,40
"728",11717,17.859999999986,11.7400000002235,5.73,40
"729",11718,18.8499999999767,11.7400000002235,5.65,0
"730",11719,19.8499999999767,11.7400000002235,5.5,30
"731",11720,20.8399999999674,11.7400000002235,6.09,30
"732",11722,22.8199999999488,11.7400000002235,6.34,35
"733",11723,23.8199999999488,11.7400000002235,6.4,35
"734",11725,25.7999999999302,11.7400000002235,6.21,40
"735",11726,26.7899999999208,11.7400000002235,6.52,40
"736",11791,0.989999999990687,10.7600000002421,5.67,30
"737",11792,1.98999999999069,10.7600000002421,5.39,30
"738",11794,3.96999999997206,10.7600000002421,6.12,35
"739",11796,5.95999999996275,10.7600000002421,5.17,40
"740",11797,6.94999999995343,10.7600000002421,5.29,40
"741",11798,7.93999999994412,10.7600000002421,5.94,40
"742",11799,8.92999999993481,10.7600000002421,5.93,40
"743",11801,10.9199999999255,10.7600000002421,5.54,30
"744",11804,13.890000000014,10.7600000002421,6.24,35
"745",11806,15.8800000000047,10.7600000002421,5.95,40
"746",11807,16.8699999999953,10.7600000002421,5.93,40
"747",11808,17.859999999986,10.7600000002421,5.74,0
"748",11809,18.8499999999767,10.7600000002421,5.67,0
"749",11810,19.8499999999767,10.7600000002421,5.67,30
"750",11811,20.8399999999674,10.7600000002421,6.24,30
"751",11813,22.8199999999488,10.7600000002421,6.3,35
"752",11814,23.8199999999488,10.7600000002421,6.27,35
"753",11816,25.7999999999302,10.7600000002421,6.3,40
"754",11817,26.7899999999208,10.7600000002421,6.57,40
"755",11888,0.989999999990687,9.78000000026077,5.65,30
"756",11889,1.98999999999069,9.78000000026077,5.54,30
"757",11891,3.96999999997206,9.78000000026077,5.99,35
"758",11894,5.95999999996275,9.78000000026077,6.36,40
"759",11895,6.94999999995343,9.78000000026077,6.18,40
"760",11896,7.93999999994412,9.78000000026077,6.39,40
"761",11897,8.92999999993481,9.78000000026077,5.84,40
"762",11898,9.91999999992549,9.78000000026077,5.64,30
"763",11899,10.9199999999255,9.78000000026077,5.75,30
"764",11901,12.8999999999069,9.78000000026077,6.25,35
"765",11902,13.890000000014,9.78000000026077,6.3,35
"766",11905,15.8800000000047,9.78000000026077,6.35,40
"767",11906,16.8699999999953,9.78000000026077,5.62,40
"768",11907,17.859999999986,9.78000000026077,5.54,0
"769",11908,18.8499999999767,9.78000000026077,5.61,0
"770",11909,19.8499999999767,9.78000000026077,5.69,30
"771",11910,20.8399999999674,9.78000000026077,6.34,30
"772",11912,22.8199999999488,9.78000000026077,5.67,35
"773",11916,25.7999999999302,9.78000000026077,6.36,40
"774",11989,0.989999999990687,8.8000000002794,5.74,30
"775",11991,1.98999999999069,8.8000000002794,5.35,30
"776",11993,3.96999999997206,8.8000000002794,6,35
"777",11995,5.95999999996275,8.8000000002794,5.79,40
"778",11996,6.94999999995343,8.8000000002794,6.02,40
"779",11997,7.93999999994412,8.8000000002794,6.07,40
"780",11998,8.92999999993481,8.8000000002794,5.72,40
"781",11999,9.91999999992549,8.8000000002794,5.63,30
"782",12000,10.9199999999255,8.8000000002794,5.6,30
"783",12003,12.8999999999069,8.8000000002794,5.88,35
"784",12004,13.890000000014,8.8000000002794,6.05,35
"785",12006,15.8800000000047,8.8000000002794,6.23,40
"786",12007,16.8699999999953,8.8000000002794,5.55,40
"787",12008,17.859999999986,8.8000000002794,5.43,0
"788",12009,18.8499999999767,8.8000000002794,5.59,0
"789",12010,19.8499999999767,8.8000000002794,5.83,30
"790",12011,20.8399999999674,8.8000000002794,6.33,30
"791",12014,22.8199999999488,8.8000000002794,5.54,35
"792",12016,24.8099999999395,8.8000000002794,6.23,40
"793",12017,25.7999999999302,8.8000000002794,6.35,40
"794",12091,0.989999999990687,7.83000000007451,5.45,30
"795",12094,3.96999999997206,7.83000000007451,5.85,35
"796",12096,5.95999999996275,7.83000000007451,5.8,40
"797",12097,6.94999999995343,7.83000000007451,5.34,40
"798",12099,7.93999999994412,7.83000000007451,6.03,40
"799",12100,8.92999999993481,7.83000000007451,5.43,40
"800",12101,9.91999999992549,7.83000000007451,5.55,30
"801",12102,10.9199999999255,7.83000000007451,6,30
"802",12104,12.8999999999069,7.83000000007451,5.88,35
"803",12105,13.890000000014,7.83000000007451,5.93,35
"804",12107,15.8800000000047,7.83000000007451,6.27,40
"805",12108,16.8699999999953,7.83000000007451,5.68,40
"806",12110,17.859999999986,7.83000000007451,5.64,0
"807",12111,18.8499999999767,7.83000000007451,5.57,30
"808",12112,19.8499999999767,7.83000000007451,6.27,30
"809",12113,20.8399999999674,7.83000000007451,6.17,30
"810",12115,22.8199999999488,7.83000000007451,6.03,35
"811",12117,24.8099999999395,7.83000000007451,6.23,40
"812",12118,25.7999999999302,7.83000000007451,6.1,40
"813",12191,0,6.85000000009313,5.86,30
"814",12192,0.989999999990687,6.85000000009313,5.34,30
"815",12194,2.97999999998137,6.85000000009313,5.82,35
"816",12196,3.96999999997206,6.85000000009313,5.92,35
"817",12198,5.95999999996275,6.85000000009313,5.44,40
"818",12199,6.94999999995343,6.85000000009313,6.28,40
"819",12200,7.93999999994412,6.85000000009313,6.22,40
"820",12201,8.92999999993481,6.85000000009313,5.63,40
"821",12202,9.91999999992549,6.85000000009313,5.63,30
"822",12203,10.9199999999255,6.85000000009313,5.79,30
"823",12205,12.8999999999069,6.85000000009313,5.69,35
"824",12209,15.8800000000047,6.85000000009313,6.33,40
"825",12210,16.8699999999953,6.85000000009313,5.78,40
"826",12211,17.859999999986,6.85000000009313,5.61,0
"827",12212,18.8499999999767,6.85000000009313,5.5,30
"828",12213,19.8499999999767,6.85000000009313,6.13,30
"829",12214,20.8399999999674,6.85000000009313,6.22,30
"830",12216,22.8199999999488,6.85000000009313,6.34,35
"831",12219,24.8099999999395,6.85000000009313,6.12,40
"832",12220,25.7999999999302,6.85000000009313,6.41,40
"833",12293,0,5.87000000011176,5.77,30
"834",12294,0.989999999990687,5.87000000011176,5.53,30
"835",12296,2.97999999998137,5.87000000011176,6.14,35
"836",12297,3.96999999997206,5.87000000011176,5.98,35
"837",12299,5.95999999996275,5.87000000011176,5.47,40
"838",12300,6.94999999995343,5.87000000011176,5.86,40
"839",12301,7.93999999994412,5.87000000011176,5.81,40
"840",12304,9.91999999992549,5.87000000011176,5.53,30
"841",12305,10.9199999999255,5.87000000011176,5.95,30
"842",12307,12.8999999999069,5.87000000011176,5.9,35
"843",12309,14.890000000014,5.87000000011176,6.08,40
"844",12310,15.8800000000047,5.87000000011176,6.16,40
"845",12311,16.8699999999953,5.87000000011176,5.53,40
"846",12312,17.859999999986,5.87000000011176,5.6,0
"847",12313,18.8499999999767,5.87000000011176,5.63,30
"848",12315,19.8499999999767,5.87000000011176,6.58,30
"849",12316,20.8399999999674,5.87000000011176,6.41,30
"850",12318,22.8199999999488,5.87000000011176,6.35,35
"851",12320,24.8099999999395,5.87000000011176,6.53,40
"852",12321,25.7999999999302,5.87000000011176,6.19,40
"853",12394,0,4.89000000013039,5.64,30
"854",12395,0.989999999990687,4.89000000013039,5.72,30
"855",12397,2.97999999998137,4.89000000013039,6.17,35
"856",12401,5.95999999996275,4.89000000013039,6.14,40
"857",12402,6.94999999995343,4.89000000013039,5.99,40
"858",12403,7.93999999994412,4.89000000013039,6.02,40
"859",12405,9.91999999992549,4.89000000013039,5.47,30
"860",12406,10.9199999999255,4.89000000013039,6.19,30
"861",12408,12.8999999999069,4.89000000013039,6,35
"862",12410,14.890000000014,4.89000000013039,6.31,40
"863",12412,15.8800000000047,4.89000000013039,6.27,40
"864",12413,16.8699999999953,4.89000000013039,5.5,40
"865",12414,17.859999999986,4.89000000013039,5.57,0
"866",12415,18.8499999999767,4.89000000013039,5.63,30
"867",12416,19.8499999999767,4.89000000013039,6.49,30
"868",12419,22.8199999999488,4.89000000013039,6.53,35
"869",12421,24.8099999999395,4.89000000013039,6.34,40
"870",12423,25.7999999999302,4.89000000013039,6.26,40
"871",12490,0,3.91000000014901,5.66,30
"872",12491,0.989999999990687,3.91000000014901,5.81,30
"873",12493,2.97999999998137,3.91000000014901,5.77,35
"874",12495,4.95999999996275,3.91000000014901,6.21,40
"875",12496,5.95999999996275,3.91000000014901,5.72,40
"876",12497,6.94999999995343,3.91000000014901,6.19,40
"877",12498,7.93999999994412,3.91000000014901,6.16,40
"878",12500,9.91999999992549,3.91000000014901,5.68,30
"879",12501,10.9199999999255,3.91000000014901,5.86,30
"880",12503,12.8999999999069,3.91000000014901,6,35
"881",12505,14.890000000014,3.91000000014901,6.41,40
"882",12506,15.8800000000047,3.91000000014901,6.28,40
"883",12507,16.8699999999953,3.91000000014901,5.68,40
"884",12508,17.859999999986,3.91000000014901,5.66,0
"885",12509,18.8499999999767,3.91000000014901,5.65,30
"886",12510,19.8499999999767,3.91000000014901,6.51,30
"887",12512,21.8299999999581,3.91000000014901,6.37,35
"888",12513,22.8199999999488,3.91000000014901,6.42,35
"889",12515,24.8099999999395,3.91000000014901,6.29,40
"890",12516,25.7999999999302,3.91000000014901,6.45,40
"891",12581,0,2.94000000040978,6,30
"892",12582,0.989999999990687,2.94000000040978,5.27,30
"893",12584,2.97999999998137,2.94000000040978,5.66,35
"894",12586,4.95999999996275,2.94000000040978,6.03,40
"895",12587,5.95999999996275,2.94000000040978,6.09,40
"896",12588,6.94999999995343,2.94000000040978,5.51,40
"897",12589,7.93999999994412,2.94000000040978,5.65,40
"898",12591,9.91999999992549,2.94000000040978,5.76,30
"899",12592,10.9199999999255,2.94000000040978,6.1,30
"900",12594,12.8999999999069,2.94000000040978,6.08,35
"901",12596,14.890000000014,2.94000000040978,6.51,40
"902",12597,15.8800000000047,2.94000000040978,6.33,40
"903",12598,16.8699999999953,2.94000000040978,5.62,0
"904",12599,17.859999999986,2.94000000040978,5.61,0
"905",12600,18.8499999999767,2.94000000040978,5.64,30
"906",12601,19.8499999999767,2.94000000040978,6.37,30
"907",12603,21.8299999999581,2.94000000040978,6.23,35
"908",12604,22.8199999999488,2.94000000040978,6.33,35
"909",12606,24.8099999999395,2.94000000040978,6.43,40
"910",12607,25.7999999999302,2.94000000040978,6.34,40
"911",12675,2.97999999998137,1.95999999996275,6.29,35
"912",12677,4.95999999996275,1.95999999996275,6.02,40
"913",12678,5.95999999996275,1.95999999996275,5.93,40
"914",12679,6.94999999995343,1.95999999996275,5.99,40
"915",12680,7.93999999994412,1.95999999996275,5.83,40
"916",12681,8.92999999993481,1.95999999996275,5.67,30
"917",12682,9.91999999992549,1.95999999996275,5.86,30
"918",12685,12.8999999999069,1.95999999996275,6.16,35
"919",12687,14.890000000014,1.95999999996275,6.09,40
"920",12688,15.8800000000047,1.95999999996275,5.88,40
"921",12689,16.8699999999953,1.95999999996275,5.59,0
"922",12690,17.859999999986,1.95999999996275,5.76,0
"923",12691,18.8499999999767,1.95999999996275,5.57,30
"924",12692,19.8499999999767,1.95999999996275,5.93,30
"925",12694,21.8299999999581,1.95999999996275,6.46,35
"926",12695,22.8199999999488,1.95999999996275,6.24,35
"927",12697,24.8099999999395,1.95999999996275,6.25,40
"928",12773,9.91999999992549,0.979999999981374,6.24,30
"929",12775,11.9099999999162,0.979999999981374,5.78,35
"930",12776,12.8999999999069,0.979999999981374,5.7,35
"931",12778,14.890000000014,0.979999999981374,6.28,40
"932",12779,15.8800000000047,0.979999999981374,5.94,40
"933",12780,16.8699999999953,0.979999999981374,5.59,0
"934",12781,17.859999999986,0.979999999981374,5.65,0
"935",12782,18.8499999999767,0.979999999981374,5.71,30
"936",12783,19.8499999999767,0.979999999981374,6.14,30
"937",12785,21.8299999999581,0.979999999981374,6.43,35
"938",12788,24.8099999999395,0.979999999981374,5.99,40
"939",12879,16.8699999999953,0,5.59,0
"940",12880,17.859999999986,0,5.36,0
"941",12881,18.8499999999767,0,5.75,30
"942",12882,19.8499999999767,0,6.41,30
"943",12884,21.8299999999581,0,5.95,35
"944",12886,23.8199999999488,0,6.37,40
"945",12887,24.8099999999395,0,6.01,40
