"","field_1","field_2","field_3","field_4","X_mean"
"101",894,5.85999999998603,22.7900000000373,7.07,40
"102",895,6.82999999995809,22.7900000000373,6.85,40
"103",896,7.80999999993946,22.7900000000373,5.68,40
"104",897,8.78999999992084,22.7900000000373,5.62,0
"105",898,9.76000000000931,22.7900000000373,5.99,30
"106",899,10.7399999999907,22.7900000000373,6.98,30
"107",902,12.6899999999441,22.7900000000373,6.8,35
"108",903,13.6699999999255,22.7900000000373,6.87,35
"109",905,15.6199999999953,22.7900000000373,6.89,40
"110",906,16.5999999999767,22.7900000000373,6.78,40
"111",907,17.5699999999488,22.7900000000373,6.34,30
"112",908,18.5499999999302,22.7900000000373,7.02,30
"113",910,20.5,22.7900000000373,6.64,35
"114",912,21.4799999999814,22.7900000000373,6.79,35
"115",914,23.4299999999348,22.7900000000373,6.83,40
"116",915,24.4099999999162,22.7900000000373,6.97,40
"117",1060,0.979999999981374,21.8000000002794,6.94,30
"118",1061,1.94999999995343,21.8000000002794,6.71,30
"119",1063,3.90999999991618,21.8000000002794,6.99,35
"120",1065,5.85999999998603,21.8000000002794,6.92,40
"121",1066,6.82999999995809,21.8000000002794,6.82,40
"122",1068,7.80999999993946,21.8000000002794,5.75,40
"123",1069,8.78999999992084,21.8000000002794,5.62,0
"124",1070,9.76000000000931,21.8000000002794,5.76,30
"125",1071,10.7399999999907,21.8000000002794,6.72,30
"126",1074,13.6699999999255,21.8000000002794,6.95,35
"127",1076,15.6199999999953,21.8000000002794,6.92,40
"128",1077,16.5999999999767,21.8000000002794,6.77,40
"129",1079,17.5699999999488,21.8000000002794,6.24,30
"130",1080,18.5499999999302,21.8000000002794,6.91,30
"131",1082,20.5,21.8000000002794,6.91,35
"132",1083,21.4799999999814,21.8000000002794,6.73,35
"133",1085,23.4299999999348,21.8000000002794,6.9,40
"134",1086,24.4099999999162,21.8000000002794,6.98,40
"135",1231,0.979999999981374,20.8000000002794,7,30
"136",1232,1.94999999995343,20.8000000002794,6.67,30
"137",1235,3.90999999991618,20.8000000002794,6.7,35
"138",1237,5.85999999998603,20.8000000002794,6.88,40
"139",1238,6.82999999995809,20.8000000002794,6.79,40
"140",1239,7.80999999993946,20.8000000002794,5.75,40
"141",1240,8.78999999992084,20.8000000002794,5.55,0
"142",1241,9.76000000000931,20.8000000002794,5.69,30
"143",1242,10.7399999999907,20.8000000002794,6.93,30
"144",1243,11.7099999999627,20.8000000002794,6.96,30
"145",1246,13.6699999999255,20.8000000002794,6.89,35
"146",1248,15.6199999999953,20.8000000002794,6.93,40
"147",1249,16.5999999999767,20.8000000002794,6.96,40
"148",1250,17.5699999999488,20.8000000002794,6.42,30
"149",1251,18.5499999999302,20.8000000002794,6.85,30
"150",1253,20.5,20.8000000002794,6.92,35
"151",1254,21.4799999999814,20.8000000002794,6.92,35
"152",1257,23.4299999999348,20.8000000002794,6.94,40
"153",1258,24.4099999999162,20.8000000002794,7.01,40
"154",1395,0.979999999981374,19.8100000000559,6.68,30
"155",1396,1.94999999995343,19.8100000000559,6.97,30
"156",1398,3.90999999991618,19.8100000000559,6.91,35
"157",1400,5.85999999998603,19.8100000000559,7.02,40
"158",1401,6.82999999995809,19.8100000000559,7.04,40
"159",1402,7.80999999993946,19.8100000000559,5.92,40
"160",1403,8.78999999992084,19.8100000000559,5.62,0
"161",1404,9.76000000000931,19.8100000000559,5.61,30
"162",1405,10.7399999999907,19.8100000000559,6.98,30
"163",1406,11.7099999999627,19.8100000000559,6.94,30
"164",1408,13.6699999999255,19.8100000000559,6.88,35
"165",1410,15.6199999999953,19.8100000000559,6.85,40
"166",1411,16.5999999999767,19.8100000000559,6.93,40
"167",1412,17.5699999999488,19.8100000000559,6.3,30
"168",1413,18.5499999999302,19.8100000000559,6.96,30
"169",1416,21.4799999999814,19.8100000000559,6.89,35
"170",1418,23.4299999999348,19.8100000000559,6.8,40
"171",1419,24.4099999999162,19.8100000000559,6.68,40
"172",1549,0.979999999981374,18.8199999998324,6.76,30
"173",1550,1.94999999995343,18.8199999998324,6.69,30
"174",1552,3.90999999991618,18.8199999998324,6.84,35
"175",1554,5.85999999998603,18.8199999998324,6.86,40
"176",1555,6.82999999995809,18.8199999998324,7.01,40
"177",1556,7.80999999993946,18.8199999998324,5.89,40
"178",1557,8.78999999992084,18.8199999998324,5.64,0
"179",1558,9.76000000000931,18.8199999998324,5.72,30
"180",1559,10.7399999999907,18.8199999998324,6.74,30
"181",1560,11.7099999999627,18.8199999998324,6.96,30
"182",1562,13.6699999999255,18.8199999998324,6.76,35
"183",1564,15.6199999999953,18.8199999998324,6.97,40
"184",1565,16.5999999999767,18.8199999998324,6.99,40
"185",1567,18.5499999999302,18.8199999998324,7.02,30
"186",1568,19.5199999999022,18.8199999998324,6.94,30
"187",1570,21.4799999999814,18.8199999998324,6.69,35
"188",1572,23.4299999999348,18.8199999998324,7.01,40
"189",1573,24.4099999999162,18.8199999998324,6.91,40
"190",1710,0.979999999981374,17.8300000000745,6.88,30
"191",1712,1.94999999995343,17.8300000000745,6.97,30
"192",1714,3.90999999991618,17.8300000000745,7,35
"193",1716,5.85999999998603,17.8300000000745,7.09,40
"194",1717,6.82999999995809,17.8300000000745,7,40
"195",1718,7.80999999993946,17.8300000000745,5.92,40
"196",1719,8.78999999992084,17.8300000000745,5.63,0
"197",1720,9.76000000000931,17.8300000000745,5.72,30
"198",1721,10.7399999999907,17.8300000000745,6.95,30
"199",1723,11.7099999999627,17.8300000000745,6.79,30
"200",1725,13.6699999999255,17.8300000000745,6.75,35
"201",1727,15.6199999999953,17.8300000000745,6.9,40
"202",1728,16.5999999999767,17.8300000000745,6.94,40
"203",1730,18.5499999999302,17.8300000000745,6.91,30
"204",1731,19.5199999999022,17.8300000000745,6.97,30
"205",1734,21.4799999999814,17.8300000000745,6.94,35
"206",1736,23.4299999999348,17.8300000000745,6.86,40
"207",1737,24.4099999999162,17.8300000000745,6.62,40
"208",1878,0.979999999981374,16.839999999851,7.07,30
"209",1879,1.94999999995343,16.839999999851,6.79,30
"210",1881,3.90999999991618,16.839999999851,6.98,35
"211",1883,5.85999999998603,16.839999999851,6.99,40
"212",1884,6.82999999995809,16.839999999851,7.01,40
"213",1886,7.80999999993946,16.839999999851,5.7,40
"214",1887,8.78999999992084,16.839999999851,5.58,0
"215",1888,9.76000000000931,16.839999999851,5.61,30
"216",1889,10.7399999999907,16.839999999851,6.61,30
"217",1890,11.7099999999627,16.839999999851,6.65,30
"218",1892,13.6699999999255,16.839999999851,6.83,35
"219",1894,15.6199999999953,16.839999999851,6.81,40
"220",1895,16.5999999999767,16.839999999851,7.02,40
"221",1898,18.5499999999302,16.839999999851,7.04,30
"222",1899,19.5199999999022,16.839999999851,6.77,30
"223",1901,21.4799999999814,16.839999999851,6.93,35
"224",1903,23.4299999999348,16.839999999851,7.01,40
"225",1904,24.4099999999162,16.839999999851,6.86,40
"226",2045,0.979999999981374,15.8500000000931,6.8,30
"227",2046,1.94999999995343,15.8500000000931,7.01,30
"228",2049,3.90999999991618,15.8500000000931,7.08,35
"229",2051,5.85999999998603,15.8500000000931,6.88,40
"230",2052,6.82999999995809,15.8500000000931,7.01,40
"231",2053,7.80999999993946,15.8500000000931,5.63,40
"232",2054,8.78999999992084,15.8500000000931,5.71,0
"233",2055,9.76000000000931,15.8500000000931,5.63,30
"234",2056,10.7399999999907,15.8500000000931,6.69,30
"235",2057,11.7099999999627,15.8500000000931,6.7,30
"236",2060,13.6699999999255,15.8500000000931,6.71,35
"237",2062,15.6199999999953,15.8500000000931,6.8,40
"238",2063,16.5999999999767,15.8500000000931,6.97,40
"239",2065,18.5499999999302,15.8500000000931,6.81,30
"240",2066,19.5199999999022,15.8500000000931,6.63,30
"241",2068,21.4799999999814,15.8500000000931,6.52,35
"242",2071,23.4299999999348,15.8500000000931,6.93,40
"243",2072,24.4099999999162,15.8500000000931,6.73,40
"244",2213,0.979999999981374,14.8599999998696,6.71,30
"245",2214,1.94999999995343,14.8599999998696,6.68,30
"246",2216,3.90999999991618,14.8599999998696,6.63,35
"247",2218,5.85999999998603,14.8599999998696,6.8,40
"248",2219,6.82999999995809,14.8599999998696,6.98,40
"249",2220,7.80999999993946,14.8599999998696,6.04,40
"250",2221,8.78999999992084,14.8599999998696,5.62,0
"251",2223,9.76000000000931,14.8599999998696,5.58,30
"252",2224,10.7399999999907,14.8599999998696,6.65,30
"253",2225,11.7099999999627,14.8599999998696,6.65,30
"254",2227,13.6699999999255,14.8599999998696,6.48,35
"255",2229,15.6199999999953,14.8599999998696,6.71,40
"256",2230,16.5999999999767,14.8599999998696,6.83,40
"257",2232,18.5499999999302,14.8599999998696,6.9,30
"258",2234,19.5199999999022,14.8599999998696,6.63,30
"259",2236,21.4799999999814,14.8599999998696,6.67,35
"260",2238,23.4299999999348,14.8599999998696,6.98,40
"261",2239,24.4099999999162,14.8599999998696,6.35,40
"262",2380,0.979999999981374,13.8700000001118,6.84,30
"263",2381,1.94999999995343,13.8700000001118,6.95,30
"264",2383,3.90999999991618,13.8700000001118,6.88,35
"265",2386,5.85999999998603,13.8700000001118,6.81,40
"266",2387,6.82999999995809,13.8700000001118,6.96,40
"267",2388,7.80999999993946,13.8700000001118,6.03,40
"268",2389,8.78999999992084,13.8700000001118,5.67,0
"269",2390,9.76000000000931,13.8700000001118,5.61,30
"270",2391,10.7399999999907,13.8700000001118,6.61,30
"271",2392,11.7099999999627,13.8700000001118,6.51,30
"272",2394,13.6699999999255,13.8700000001118,6.58,35
"273",2397,15.6199999999953,13.8700000001118,6.84,40
"274",2398,16.5999999999767,13.8700000001118,6.91,40
"275",2400,18.5499999999302,13.8700000001118,6.55,30
"276",2401,19.5199999999022,13.8700000001118,6.73,30
"277",2403,21.4799999999814,13.8700000001118,6.65,35
"278",2405,23.4299999999348,13.8700000001118,6.68,40
"279",2406,24.4099999999162,13.8700000001118,6.23,40
"280",2546,0.979999999981374,12.8799999998882,6.71,30
"281",2548,1.94999999995343,12.8799999998882,6.85,30
"282",2550,3.90999999991618,12.8799999998882,6.9,35
"283",2552,5.85999999998603,12.8799999998882,6.9,40
"284",2553,6.82999999995809,12.8799999998882,6.94,40
"285",2554,7.80999999993946,12.8799999998882,6.2,40
"286",2555,8.78999999992084,12.8799999998882,5.73,0
"287",2556,9.76000000000931,12.8799999998882,5.61,30
"288",2557,10.7399999999907,12.8799999998882,6.25,30
"289",2559,11.7099999999627,12.8799999998882,6.58,30
"290",2561,13.6699999999255,12.8799999998882,6.71,35
"291",2563,15.6199999999953,12.8799999998882,6.99,40
"292",2564,16.5999999999767,12.8799999998882,7,40
"293",2566,18.5499999999302,12.8799999998882,6.77,30
"294",2567,19.5199999999022,12.8799999998882,6.87,30
"295",2570,21.4799999999814,12.8799999998882,6.83,35
"296",2572,23.4299999999348,12.8799999998882,6.84,40
"297",2573,24.4099999999162,12.8799999998882,6.65,40
"298",2712,0.979999999981374,11.8900000001304,6.79,30
"299",2713,1.94999999995343,11.8900000001304,6.59,30
"300",2715,3.90999999991618,11.8900000001304,6.97,35
"301",2718,6.82999999995809,11.8900000001304,6.87,40
"302",2720,7.80999999993946,11.8900000001304,6.29,40
"303",2721,8.78999999992084,11.8900000001304,5.74,0
"304",2722,9.76000000000931,11.8900000001304,5.69,30
"305",2723,10.7399999999907,11.8900000001304,6.66,30
"306",2724,11.7099999999627,11.8900000001304,6.73,30
"307",2726,13.6699999999255,11.8900000001304,6.55,35
"308",2728,15.6199999999953,11.8900000001304,6.56,40
"309",2729,16.5999999999767,11.8900000001304,6.86,40
"310",2732,18.5499999999302,11.8900000001304,6.77,30
"311",2733,19.5199999999022,11.8900000001304,6.84,30
"312",2735,21.4799999999814,11.8900000001304,6.76,35
"313",2737,23.4299999999348,11.8900000001304,6.45,40
"314",2738,24.4099999999162,11.8900000001304,6.52,40
"315",2876,0.979999999981374,10.8999999999069,6.52,30
"316",2877,1.94999999995343,10.8999999999069,6.72,30
"317",2880,3.90999999991618,10.8999999999069,6.71,35
"318",2881,4.88000000000466,10.8999999999069,6.78,35
"319",2883,6.82999999995809,10.8999999999069,6.85,40
"320",2884,7.80999999993946,10.8999999999069,6.35,40
"321",2885,8.78999999992084,10.8999999999069,5.8,0
"322",2886,9.76000000000931,10.8999999999069,5.74,30
"323",2887,10.7399999999907,10.8999999999069,6.44,30
"324",2888,11.7099999999627,10.8999999999069,6.8,30
"325",2891,13.6699999999255,10.8999999999069,6.68,35
"326",2893,15.6199999999953,10.8999999999069,6.97,40
"327",2894,16.5999999999767,10.8999999999069,6.93,40
"328",2896,18.5499999999302,10.8999999999069,6.98,30
"329",2897,19.5199999999022,10.8999999999069,6.88,30
"330",2899,21.4799999999814,10.8999999999069,6.65,35
"331",2902,23.4299999999348,10.8999999999069,6.89,40
"332",2903,24.4099999999162,10.8999999999069,6.85,40
"333",3037,0.979999999981374,9.91000000014901,6.78,30
"334",3038,1.94999999995343,9.91000000014901,6.61,30
"335",3040,3.90999999991618,9.91000000014901,6.88,35
"336",3041,4.88000000000466,9.91000000014901,6.47,35
"337",3043,6.82999999995809,9.91000000014901,6.8,40
"338",3044,7.80999999993946,9.91000000014901,6.52,40
"339",3045,8.78999999992084,9.91000000014901,5.79,0
"340",3046,9.76000000000931,9.91000000014901,5.82,0
"341",3047,10.7399999999907,9.91000000014901,6.77,30
"342",3048,11.7099999999627,9.91000000014901,6.82,30
"343",3050,13.6699999999255,9.91000000014901,6.65,35
"344",3052,15.6199999999953,9.91000000014901,7.01,40
"345",3053,16.5999999999767,9.91000000014901,6.94,40
"346",3055,18.5499999999302,9.91000000014901,6.88,30
"347",3056,19.5199999999022,9.91000000014901,6.66,30
"348",3058,21.4799999999814,9.91000000014901,6.78,35
"349",3060,23.4299999999348,9.91000000014901,6.77,40
"350",3061,24.4099999999162,9.91000000014901,6.75,40
"351",3185,0.979999999981374,8.91999999992549,6.96,30
"352",3186,1.94999999995343,8.91999999992549,6.84,30
"353",3188,3.90999999991618,8.91999999992549,6.8,35
"354",3189,4.88000000000466,8.91999999992549,6.85,35
"355",3191,6.82999999995809,8.91999999992549,7.02,40
"356",3192,7.80999999993946,8.91999999992549,6.38,40
"357",3193,8.78999999992084,8.91999999992549,5.56,0
"358",3194,9.76000000000931,8.91999999992549,5.58,0
"359",3195,10.7399999999907,8.91999999992549,6.5,30
"360",3196,11.7099999999627,8.91999999992549,6.67,30
"361",3198,13.6699999999255,8.91999999992549,6.09,35
"362",3201,16.5999999999767,8.91999999992549,6.98,40
"363",3203,18.5499999999302,8.91999999992549,6.6,30
"364",3204,19.5199999999022,8.91999999992549,6.76,30
"365",3206,21.4799999999814,8.91999999992549,6.62,35
"366",3208,23.4299999999348,8.91999999992549,6.65,40
"367",3209,24.4099999999162,8.91999999992549,6.61,40
"368",3341,0.979999999981374,7.91999999992549,6.87,30
"369",3343,1.94999999995343,7.91999999992549,6.85,30
"370",3345,3.90999999991618,7.91999999992549,6.72,35
"371",3346,4.88000000000466,7.91999999992549,6.78,35
"372",3348,6.82999999995809,7.91999999992549,6.78,40
"373",3349,7.80999999993946,7.91999999992549,6.41,40
"374",3350,8.78999999992084,7.91999999992549,5.65,0
"375",3351,9.76000000000931,7.91999999992549,5.61,0
"376",3352,10.7399999999907,7.91999999992549,6.43,30
"377",3354,11.7099999999627,7.91999999992549,6.69,30
"378",3356,13.6699999999255,7.91999999992549,6.64,35
"379",3357,14.640000000014,7.91999999992549,6.72,35
"380",3359,16.5999999999767,7.91999999992549,6.96,40
"381",3360,17.5699999999488,7.91999999992549,6.28,40
"382",3361,18.5499999999302,7.91999999992549,6.62,30
"383",3362,19.5199999999022,7.91999999992549,6.49,30
"384",3365,21.4799999999814,7.91999999992549,6.51,35
"385",3366,22.4499999999534,7.91999999992549,6.73,35
"386",3368,24.4099999999162,7.91999999992549,6.51,40
"387",3503,0.979999999981374,6.93000000016764,6.81,30
"388",3504,1.94999999995343,6.93000000016764,6.64,30
"389",3506,3.90999999991618,6.93000000016764,6.74,35
"390",3507,4.88000000000466,6.93000000016764,6.75,35
"391",3509,6.82999999995809,6.93000000016764,6.86,40
"392",3511,7.80999999993946,6.93000000016764,6.27,40
"393",3512,8.78999999992084,6.93000000016764,5.58,0
"394",3513,9.76000000000931,6.93000000016764,5.54,0
"395",3514,10.7399999999907,6.93000000016764,6.1,30
"396",3515,11.7099999999627,6.93000000016764,6.53,30
"397",3517,13.6699999999255,6.93000000016764,6.7,35
"398",3518,14.640000000014,6.93000000016764,6.83,35
"399",3520,16.5999999999767,6.93000000016764,6.4,40
"400",3522,17.5699999999488,6.93000000016764,6.31,40
"401",3523,18.5499999999302,6.93000000016764,6.83,30
"402",3524,19.5199999999022,6.93000000016764,6.97,30
"403",3526,21.4799999999814,6.93000000016764,6.68,35
"404",3527,22.4499999999534,6.93000000016764,6.49,35
"405",3529,24.4099999999162,6.93000000016764,6.81,40
"406",3664,0.979999999981374,5.93999999994412,7.02,30
"407",3665,1.94999999995343,5.93999999994412,6.81,30
"408",3668,3.90999999991618,5.93999999994412,6.91,35
"409",3669,4.88000000000466,5.93999999994412,6.71,35
"410",3671,6.82999999995809,5.93999999994412,7,40
"411",3672,7.80999999993946,5.93999999994412,6.28,40
"412",3673,8.78999999992084,5.93999999994412,5.66,0
"413",3674,9.76000000000931,5.93999999994412,5.48,0
"414",3675,10.7399999999907,5.93999999994412,5.86,30
"415",3676,11.7099999999627,5.93999999994412,6.43,30
"416",3679,13.6699999999255,5.93999999994412,6.73,35
"417",3680,14.640000000014,5.93999999994412,6.77,35
"418",3682,16.5999999999767,5.93999999994412,6.93,40
"419",3683,17.5699999999488,5.93999999994412,6.37,40
"420",3684,18.5499999999302,5.93999999994412,6.67,30
"421",3685,19.5199999999022,5.93999999994412,6.79,30
"422",3687,21.4799999999814,5.93999999994412,6.73,35
"423",3688,22.4499999999534,5.93999999994412,6.53,35
"424",3691,24.4099999999162,5.93999999994412,6.43,40
"425",3826,0.979999999981374,4.95000000018626,7.04,30
"426",3827,1.94999999995343,4.95000000018626,6.84,30
"427",3829,3.90999999991618,4.95000000018626,6.88,35
"428",3830,4.88000000000466,4.95000000018626,6.88,35
"429",3832,6.82999999995809,4.95000000018626,6.94,40
"430",3833,7.80999999993946,4.95000000018626,6.56,40
"431",3834,8.78999999992084,4.95000000018626,5.61,0
"432",3836,9.76000000000931,4.95000000018626,5.62,0
"433",3837,10.7399999999907,4.95000000018626,6.15,30
"434",3838,11.7099999999627,4.95000000018626,6.55,30
"435",3840,13.6699999999255,4.95000000018626,6.86,35
"436",3841,14.640000000014,4.95000000018626,6.77,35
"437",3843,16.5999999999767,4.95000000018626,6.83,40
"438",3844,17.5699999999488,4.95000000018626,6.52,40
"439",3845,18.5499999999302,4.95000000018626,6.51,30
"440",3847,19.5199999999022,4.95000000018626,6.74,30
"441",3849,21.4799999999814,4.95000000018626,6.58,35
"442",3850,22.4499999999534,4.95000000018626,6.5,35
"443",3852,24.4099999999162,4.95000000018626,6.58,40
"444",3853,25.3800000000047,4.95000000018626,6.98,40
"445",3987,0.979999999981374,3.95999999996275,6.94,30
"446",3988,1.94999999995343,3.95999999996275,6.83,30
"447",3990,3.90999999991618,3.95999999996275,6.63,35
"448",3991,4.88000000000466,3.95999999996275,6.84,35
"449",3994,6.82999999995809,3.95999999996275,7.06,40
"450",3995,7.80999999993946,3.95999999996275,6.5,40
"451",3996,8.78999999992084,3.95999999996275,5.49,0
"452",3997,9.76000000000931,3.95999999996275,5.5,0
"453",3998,10.7399999999907,3.95999999996275,6.1,30
"454",3999,11.7099999999627,3.95999999996275,6.46,30
"455",4001,13.6699999999255,3.95999999996275,6.43,35
"456",4002,14.640000000014,3.95999999996275,6.23,35
"457",4005,16.5999999999767,3.95999999996275,6.91,40
"458",4006,17.5699999999488,3.95999999996275,6.48,40
"459",4007,18.5499999999302,3.95999999996275,6.45,30
"460",4008,19.5199999999022,3.95999999996275,6.83,30
"461",4010,21.4799999999814,3.95999999996275,6.48,35
"462",4011,22.4499999999534,3.95999999996275,6.68,35
"463",4013,24.4099999999162,3.95999999996275,6.72,40
"464",4015,25.3800000000047,3.95999999996275,6.71,40
"465",4149,1.94999999995343,2.97000000020489,6.85,30
"466",4151,3.90999999991618,2.97000000020489,7.07,35
"467",4152,4.88000000000466,2.97000000020489,7.04,35
"468",4154,6.82999999995809,2.97000000020489,7.07,40
"469",4155,7.80999999993946,2.97000000020489,6.81,40
"470",4156,8.78999999992084,2.97000000020489,5.57,0
"471",4157,9.76000000000931,2.97000000020489,5.62,0
"472",4158,10.7399999999907,2.97000000020489,6.14,30
"473",4160,11.7099999999627,2.97000000020489,6.56,30
"474",4162,13.6699999999255,2.97000000020489,5.8,35
"475",4163,14.640000000014,2.97000000020489,6.64,35
"476",4165,16.5999999999767,2.97000000020489,6.71,40
"477",4166,17.5699999999488,2.97000000020489,6.47,40
"478",4167,18.5499999999302,2.97000000020489,6.32,30
"479",4168,19.5199999999022,2.97000000020489,6.67,30
"480",4171,21.4799999999814,2.97000000020489,6.32,35
"481",4172,22.4499999999534,2.97000000020489,6.4,35
"482",4174,24.4099999999162,2.97000000020489,6.84,40
"483",4175,25.3800000000047,2.97000000020489,6.92,40
"484",4309,1.94999999995343,1.97999999998137,6.88,30
"485",4311,3.90999999991618,1.97999999998137,7.06,35
"486",4312,4.88000000000466,1.97999999998137,6.91,35
"487",4314,6.82999999995809,1.97999999998137,7.02,40
"488",4316,7.80999999993946,1.97999999998137,6.84,40
"489",4317,8.78999999992084,1.97999999998137,5.5,0
"490",4318,9.76000000000931,1.97999999998137,5.58,0
"491",4319,10.7399999999907,1.97999999998137,5.88,30
"492",4320,11.7099999999627,1.97999999998137,6.38,30
"493",4322,13.6699999999255,1.97999999998137,5.84,35
"494",4323,14.640000000014,1.97999999998137,5.78,35
"495",4325,16.5999999999767,1.97999999998137,6.88,40
"496",4327,17.5699999999488,1.97999999998137,6.09,40
"497",4328,18.5499999999302,1.97999999998137,6.28,30
"498",4329,19.5199999999022,1.97999999998137,7,30
"499",4331,21.4799999999814,1.97999999998137,6.5,35
"500",4332,22.4499999999534,1.97999999998137,6.45,35
"501",4334,24.4099999999162,1.97999999998137,6.76,40
"502",4335,25.3800000000047,1.97999999998137,6.91,40
"503",4466,1.94999999995343,0.990000000223517,6.95,30
"504",4470,4.88000000000466,0.990000000223517,7,35
"505",4472,6.82999999995809,0.990000000223517,6.83,40
"506",4473,7.80999999993946,0.990000000223517,6.43,40
"507",4474,8.78999999992084,0.990000000223517,5.56,0
"508",4475,9.76000000000931,0.990000000223517,5.62,0
